"customername","email","phone","birthday","serialnumber","registrationdate","lastupdatedate","sharewithresearchasofdate","sharewithpublicasofdate"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296234122",,"1655296234122"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296315589",,"1655296315589"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200344",,"1655296200344"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296269009",,"1655296269009"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296248583",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296293512",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296231583",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296286031",,"1655296286031"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296360149",,"1655296360149"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296294768",,"1655296294768"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200920",,"1655296200920"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296307680",,"1655296307680"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296256404",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296253307",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296251395",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201577",,"1655296201577"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296334780",,"1655296334780"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296314014",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296206033",,"1655296206033"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296368375",,"1655296368375"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296348268",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296198490",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296308646",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296325607",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296309251",,"1655296309251"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200541",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296263396",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296268413",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296346358",,"1655296346358"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296240412",,"1655296240412"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296227498",,"1655296227498"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201547",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296326911",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296320585",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296367779",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296344520",,"1655296344520"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296262800",,"1655296262800"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296232173",,"1655296232173"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296311756",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296198008",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296209541",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296260517",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296279055",,"1655296279055"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296282521",,"1655296282521"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296231256",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296305491",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296374049",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201122",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296287575",,"1655296287575"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296383722",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201828",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296233454",,"1655296233454"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296287879",,"1655296287879"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296339185",,"1655296339185"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200384",,"1655296200384"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296369951",,"1655296369951"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296367104",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296245725",,"1655296245725"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296347345",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296292871",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296359241",,"1655296359241"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296241978",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296337273",,"1655296337273"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296199579",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296247312",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296285089",,"1655296285089"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200965",,"1655296200965"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296194320",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296246375",,"1655296246375"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200942",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296320910",,"1655296320910"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296257655",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296235997",,"1655296235997"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296329763",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296284433",,"1655296284433"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296222483",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296245112",,"1655296245112"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296220893",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200809",,"1655296200809"
"Santosh Ahmed","Santosh.Ahmed@test.com","8015551212","1965-01-01","63284569-5248-4cc8-997d-ece08a04c35c","1655564370302","1655564446760",,"1655564446760"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296370866",,"1655296370866"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296302020",,"1655296302020"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296215559",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296244471",,"1655296244471"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296317160",,"1655296317160"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296308920",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296371195",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296296695",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296228429",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201358",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296266843",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296284771",,"1655296284771"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296240700",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201811",,"1655296201811"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296232506",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296250808",,"1655296250808"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200104",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296219649",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296237227",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201265",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296331935",,"1655296331935"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296235038",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296352650",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296192866",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296225275",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296334457",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296327185",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296293842",,"1655296293842"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296363035",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201244",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296372185",,"1655296372185"
"Edward Lincoln","Edward.Lincoln@test.com","8015551212","1965-01-01","64f4bf35-626a-4b18-99e7-b7462ccf51d4","1655563924060","1655563924060",,"1655563924060"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296375589",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296322180",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296296972",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296241662",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201884",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296230324",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296289771",,"1655296289771"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296214565",,"1655296214565"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296383394",,"1655296383394"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296202242",,
"Frank Doshi","Frank.Doshi@test.com","8015551212","1965-01-01","159a908a-371e-40c1-ba92-dcdea483a6a2","1655293787680","1655295864821",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296377780",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296348588",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201441",,"1655296201441"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296339779",,"1655296339779"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296343548",,"1655296343548"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296342316",,"1655296342316"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296323101",,"1655296323101"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296244778",,"1655296244778"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296198189",,"1655296198189"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296317772",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296332867",,"1655296332867"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296364280",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296291954",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296193554",,"1655296193554"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296194153",,"1655296194153"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296219017",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200183",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296237887",,"1655296237887"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296281925",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296196372",,"1655296196372"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296257974",,"1655296257974"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296275281",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296202573",,"1655296202573"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296356744",,"1655296356744"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296295370",,"1655296295370"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296368708",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296328791",,
"Chris Harris","Chris.Harris@test.com","8015551212","1965-01-01","98f63a4a-3a69-4fc2-81d8-0102ce882da0","1655562400433","1655562460723",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296236593",,"1655296236593"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296309899",,"1655296309899"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296336681",,"1655296336681"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296352961",,"1655296352961"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200033",,"1655296200033"
