"customername","email","phone","birthday","serialnumber","registrationdate","lastupdatedate","sharewithresearchasofdate","sharewithpublicasofdate"
"Frank Doshi","Frank.Doshi@test.com","8015551212","1965-01-01","159a908a-371e-40c1-ba92-dcdea483a6a2","1655293787680","1655293823654","1655293823654","1655293823654"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296195015",,"1655296195015"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296230004","1655296230004","1655296230004"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296246975",,"1655296246975"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296193963",,"1655296193963"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296382470",,"1655296382470"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200123",,"1655296200123"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296338854","1655296338854","1655296338854"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296197253","1655296197253","1655296197253"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296207930","1655296207930",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296304232",,
"Edward Lincoln","Edward.Lincoln@test.com","8015551212","1965-01-01","64f4bf35-626a-4b18-99e7-b7462ccf51d4","1655563924060","1655563924060",,"1655563924060"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296199579",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296197428",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296264652","1655296264652","1655296264652"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296347623","1655296347623","1655296347623"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296208594","1655296208594",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201722","1655296201722","1655296201722"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296242899","1655296242899",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296280997",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296192447","1655296192447","1655296192447"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296214565",,"1655296214565"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296359241",,"1655296359241"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201884",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296199792",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296283770",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296203169","1655296203169",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200014",,"1655296200014"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296252986","1655296252986",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296331935",,"1655296331935"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296248296","1655296248296","1655296248296"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296342955",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296238491","1655296238491",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296327524",,"1655296327524"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296345430","1655296345430",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296294429","1655296294429","1655296294429"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296152388","1655296152388",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296330045","1655296330045","1655296330045"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296349196","1655296349196","1655296349196"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296209873","1655296209873","1655296209873"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201011","1655296201011","1655296201011"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296199200","1655296199200","1655296199200"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296254552","1655296254552",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296316192","1655296316192",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296277166","1655296277166",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296311163","1655296311163","1655296311163"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200315","1655296200315",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296198189",,"1655296198189"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296373710",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296286343",,"1655296286343"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296195766","1655296195766","1655296195766"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296203495","1655296203495",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296239154",,"1655296239154"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296305491",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296221230",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201161","1655296201161",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296332558","1655296332558","1655296332558"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296361420",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201406",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296386903","1655296386903","1655296386903"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296198008",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296226248","1655296226248","1655296226248"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201265",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296308316","1655296308316","1655296308316"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296211132",,"1655296211132"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201099",,"1655296201099"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201423",,"1655296201423"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296275944",,"1655296275944"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200965",,"1655296200965"
"Chris Harris","Chris.Harris@test.com","8015551212","1965-01-01","98f63a4a-3a69-4fc2-81d8-0102ce882da0","1655562400433","1655562400433",,"1655562400433"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296295104",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296268413",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296354228",,"1655296354228"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296355472",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296195198","1655296195198","1655296195198"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296374049",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296258314",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296286031",,"1655296286031"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296228759","1655296228759","1655296228759"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296302020",,"1655296302020"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296329453","1655296329453",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296269009",,"1655296269009"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296326244",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296289441","1655296289441",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296269659","1655296269659","1655296269659"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296344520",,"1655296344520"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296352037",,"1655296352037"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296247312",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296380582",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296223415",,"1655296223415"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296282258",,"1655296282258"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296363649",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296345119",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296332271","1655296332271","1655296332271"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296364915","1655296364915",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296297622","1655296297622",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201477","1655296201477","1655296201477"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296297298",,"1655296297298"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201930","1655296201930",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296304854","1655296304854","1655296304854"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200826","1655296200826","1655296200826"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296341049",,"1655296341049"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296213317","1655296213317","1655296213317"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201029",,"1655296201029"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296306158",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296202904","1655296202904","1655296202904"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296206351","1655296206351",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296223088",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296235997",,"1655296235997"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296254874","1655296254874",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296352315",,"1655296352315"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296243854","1655296243854","1655296243854"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296193081","1655296193081","1655296193081"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296292572",,"1655296292572"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296301724","1655296301724",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200991",,"1655296200991"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296198490",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200702",,"1655296200702"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296191558",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296294133","1655296294133",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296359853","1655296359853",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200344",,"1655296200344"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296360783",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296202002","1655296202002",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296358621","1655296358621","1655296358621"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296200920",,"1655296200920"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296330363","1655296330363","1655296330363"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296227769","1655296227769",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201306","1655296201306","1655296201306"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296263721","1655296263721",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296274351",,"1655296274351"
"Jacob Davis","Jacob.Davis@test.com","8015551212","1965-01-01","b4badf1b-6837-4bc2-b932-33c860549c8e","1655562606855","1655562669700","1655562669700",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296360149",,"1655296360149"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201063",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296232850","1655296232850","1655296232850"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296265292",,
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296207619","1655296207619",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296234431","1655296234431",
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296269932","1655296269932","1655296269932"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296268092","1655296268092","1655296268092"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296201630",,"1655296201630"
"Bobby Davis","Bobby.Davis@test.com","8015551212","1965-01-01","5d9bf1f7-0492-4bac-842b-3ed958fa5ba1","1655296152388","1655296255801","1655296255801",
